time, beta470, beta532, beta660
yyyy/mm/dd HH:MM:SS.fff, counts, counts, counts
2021/08/04 12:22:46.603, 440, 920, 795
2021/08/04 12:22:48.107, 515, 986, 992
2021/08/04 12:22:49.614, 475, 1022, 876
2021/08/04 12:22:51.121, 474, 848, 753
2021/08/04 12:22:52.629, 545, 1193, 1192
2021/08/04 12:22:54.133, 476, 1029, 993
2021/08/04 12:22:55.644, 501, 1157, 968
2021/08/04 12:22:57.149, 516, 976, 785
2021/08/04 12:22:58.656, 453, 1037, 1077
2021/08/04 12:23:00.149, 522, 1137, 1015
2021/08/04 12:23:01.670, 455, 1073, 964
2021/08/04 12:23:03.174, 532, 760, 739
2021/08/04 12:23:04.683, 483, 1126, 1107
2021/08/04 12:23:06.191, 520, 1041, 894
2021/08/04 12:23:07.697, 434, 799, 822
2021/08/04 12:23:09.206, 489, 1170, 1045
2021/08/04 12:23:10.710, 529, 965, 786
2021/08/04 12:23:12.218, 549, 1249, 1206
2021/08/04 12:23:13.726, 491, 1069, 1069
2021/08/04 12:23:15.230, 496, 971, 956
2021/08/04 12:23:16.737, 522, 989, 1132
2021/08/04 12:23:18.245, 486, 1090, 1025
2021/08/04 12:23:19.751, 465, 868, 688
2021/08/04 12:23:21.257, 487, 984, 1074
2021/08/04 12:23:22.765, 532, 1073, 888
2021/08/04 12:23:24.268, 463, 830, 735
2021/08/04 12:23:25.779, 530, 1149, 1138
2021/08/04 12:23:27.286, 516, 1214, 1031
2021/08/04 12:23:28.793, 499, 1035, 957
2021/08/04 12:23:30.297, 475, 897, 976
2021/08/04 12:23:31.806, 520, 1009, 830
2021/08/04 12:23:33.297, 483, 919, 776
2021/08/04 12:23:34.804, 446, 1032, 1096
2021/08/04 12:23:36.325, 536, 1118, 1098
2021/08/04 12:23:37.818, 533, 1160, 1133
2021/08/04 12:23:39.340, 544, 1178, 1125
2021/08/04 12:23:40.847, 545, 1132, 1097
2021/08/04 12:23:42.354, 542, 1126, 1083
2021/08/04 12:23:43.862, 533, 1093, 1095
2021/08/04 12:23:45.371, 544, 1172, 1054
2021/08/04 12:23:46.876, 539, 1170, 1054
2021/08/04 12:23:48.384, 543, 1153, 1087
2021/08/04 12:23:49.893, 525, 1077, 1030
2021/08/04 12:23:51.400, 541, 1145, 1146
2021/08/04 12:23:52.908, 519, 1152, 1082
2021/08/04 12:23:54.415, 522, 1070, 1053
2021/08/04 12:23:55.923, 534, 1148, 1144
2021/08/04 12:23:57.430, 532, 1154, 1096
2021/08/04 12:23:58.937, 523, 1109, 1101
2021/08/04 12:24:00.446, 527, 1131, 1129
